AGO,1.88333333333
AGN,-0.354444444444
AGM,0
PKY,2.0
AGI,0
SIR,1.125
AGD,0
AGC,0
NYX,1.894
NYT,2.465
NOC,1.039
AGX,0
AGU,0.454666666667
BWP,0.896666666667
BWS,1.125
KYO,0
KYN,1.83
SPR,1.89
ITUB,0.31
KRG,0.42
SPH,0.89
BWA,0.296666666667
BWC,-0.75
SPN,0.521111111111
BWG,0
SPA,0.703333333333
SPB,0.7925
RIOM,0
SPE,0
SPF,1.3975
SPG,0.201764705882
GS,0.296086956522
EARN,0
GY,2.04
GG,0.64
GF,0
GE,0.538571428571
BYM,0
GB,0.42
GA,1.95625
BYI,1.396
BYD,0.266666666667
JNS,2.19
MAS,0.39875
SNE,0.929130434783
MAV,0
SNN,0
JNY,0.638
SNH,1.695
SNI,1.655
MAA,-1.78
MAC,0.702
SNP,1.25666666667
TISI,0
JNJ,1.07260869565
NW^C,0
TDA,0
SNX,-1.22
VLRS,0
UBP^D,0
UBP^F,0
BEN,1.31
JWN,1.76090909091
EVN,0
EVC,1.025
EVF,0
EVG,0
BEP,0
NMY,0
EVT,0
LNKD,0.444782608696
VLO,0.583636363636
MPLX,2.0
TTP,0
VLY/WS,0
CTZ^A,0
GRP/U,0
TTI,-1.10666666667
TTM,0.797777777778
TTC,0
VLT,0
GRT,1.95142857143
TPRE,0
GRR,-0.7
JDD,1.74
ZF,0
ZA,-0.7
GRX,0
VR,0.0
ZX,0
GRA,1.79
BAC/WS/B,0
GRO,2.1
BCS^A,0
BAC/WS/A,0
BCS^D,0
NSLP,2.25
SLRA,0
HLX,-0.515
HLS,-1.39
NOA,0
KKR,1.9275
N,0
TXTR,0
HLF,0.43
NOV,0.408181818182
HVT/A,0
NOR,1.25
CTU,0
CTW,0
VBF,0
CTR,0
CTS,0.0
CTX,0
CTY,0
ICB,0
KYE,0
CTB,-0.823333333333
CTC,-1.02
CTL,-0.305
SNA,2.14125
ENZ,0
WHG,1.78
AIG/WS,0
LXFT,0
UNH,-0.184
WHR,0.103529411765
FMER^A,0
WHX,-0.218333333333
WHZ,-1.56666666667
ABR^B,0
ABR^A,0
YOKU,0.588333333333
RRTS,1.1
HYL,0
BFAM,0.0
DCM,2.68
V,0
RLI,1.095
EDG,0
EDD,0
EDE,0.42
RLD,1.91714285714
EDI,0
EDN,0
EDR,2.225
SFUN,0.66
EDT,0
EDU,1.02888888889
HBA^H,0
EVER,2.016
ORA,0
DPS,2.31428571429
HYV,0
DUKH,0
DPZ,1.35142857143
DPG,0
NAN^D,0
DPD,0
THGA,0
DPO,0
XPO,0.522
DPM,1.3
HBA^F,0
LF,0.464210526316
FBS^A,0
HBA^G,0
AGCO,0.95
SEMG,2.15
LO,1.953
LL,1.04055555556
LM,2.11142857143
LH,-0.69
ONE,-0.025
IID,0
IIF,0
IIM,0
NAN^C,0
A,0
RZA,0
NNN^E,0
NBHC,0
STNG,2.25
CFN,0.995
PNX,-3.2
SFI^F,0
CFI,0
VCRA,1.464
PNR,0.978
PNW,1.192
PNI,0
PNK,0.258333333333
GD,1.40777777778
PNM,2.18
CFX,1.095
PNC,1.04
CFR,1.7
PNG,0.308
PNF,0
OCR^B,0
OCR^A,0
WCIC,0
GM,0.933043478261
JBR,0
PRE,0.665
NRK^C,0
PRA,1.7525
SAN,0.505833333333
SAM,0.495714285714
JOY,0.340555555556
PRO,1.14
PRI,0.0
PRH,0
PRU,1.12
ACMP,0
CRD/A,0
JOE,-0.813333333333
JOF,0
CRD/B,0
SAR,0
SAQ,0
SAP,-0.18
PRY,0
INXN,1.9
CHA,0
CHC,0.8
CHD,-1.03666666667
CHE,0.0966666666667
PSA^V,0
CHH,0.323333333333
CHK,1.06434782609
CHL,-0.318
PSA^U,0
CHN,0
CHS,2.03666666667
CHT,0
CHU,1.26
JAH,0.785
MRK,0.5725
PSA^S,0
MRF,0
BIO/B,0
ESNT,0
MRC,-0.6
NKG^C,0
DBL,0
HYF,0
XUE,2.89
AMRE,0
MTRN,1.75
DBD,-0.306666666667
AMRC,0
APH,1.9775
ISH,0
