AGO,1.56666666667
AGN,-0.46
AGM,-0.16
PKY,-0.16
AGI,0
SIR,1.235
AGD,0
AGC,0
NYX,1.29
NYT,1.26857142857
NOC,0.825
AGX,0
AGU,0.843846153846
BWP,2.11
BWS,-0.8
KYO,0
KYN,1.2
SPR,0.232
ITUB,-1.10428571429
KRG,0
SPH,1.9
BWA,0.1125
BWC,2.3
SPN,-1.96
BWG,0
SPA,2.2
SPB,0
RIOM,0
SPE,0
SPF,0.846153846154
SPG,-0.1675
GS,0.156818181818
EARN,0
GY,2.00555555556
GG,0.2295
GF,0
GE,0.688888888889
BYM,0
GB,0
GA,0.626666666667
BYI,0.405
BYD,1.25166666667
JNS,-1.25
MAS,0.0918181818182
SNE,0.308571428571
MAV,0
SNN,0
JNY,2.4
SNH,2.0
SNI,0.295
MAA,0
MAC,2.47
SNP,1.1
TISI,0
JNJ,0.793333333333
NW^C,0
TDA,0
SNX,0.21
VLRS,0
UBP^D,0
UBP^F,0
BEN,-2.74
JWN,0.682857142857
EVN,0
EVC,1.07
EVF,1.93
EVG,0
BEP,0
NMY,0
EVT,0
LNKD,0.307272727273
VLO,1.05142857143
MPLX,0.175
TTP,0
VLY/WS,0
CTZ^A,0
GRP/U,0
TTI,0
TTM,-0.393333333333
TTC,0
VLT,0
GRT,-2.11
TPRE,0
GRR,0
JDD,0
ZF,1.015
ZA,0
GRX,0
VR,-2.215
ZX,0
GRA,3.0
BAC/WS/B,0
GRO,0
BCS^A,0
BAC/WS/A,0
BCS^D,0
NSLP,2.41
SLRA,0
HLX,1.895
HLS,0
NOA,1.3925
KKR,1.7
N,0
TXTR,1.04
HLF,0.717272727273
NOV,2.02166666667
HVT/A,0
NOR,1.535
CTU,0
CTW,0
VBF,0
CTR,0
CTS,1.97
CTX,0
CTY,0
ICB,0
KYE,1.9
CTB,1.11714285714
CTC,0
CTL,-1.76333333333
SNA,0.0
ENZ,1.24
WHG,0
AIG/WS,0
LXFT,0
UNH,1.22947368421
WHR,0.276363636364
FMER^A,0
WHX,-2.28
WHZ,0.405
ABR^B,0
ABR^A,0
YOKU,0.146
RRTS,0.366666666667
HYL,-0.7
BFAM,0
DCM,0
V,0
RLI,1.9
EDG,0
EDD,-1.07
EDE,1.9
RLD,0.955
EDI,0
EDN,0
EDR,0
SFUN,-1.95
EDT,0
EDU,0.775
HBA^H,0
EVER,2.06166666667
ORA,-1.7
DPS,1.49
HYV,0
DUKH,0
DPZ,1.489
DPG,0
NAN^D,0
DPD,0
THGA,0
DPO,-1.85
XPO,2.68666666667
DPM,2.20666666667
HBA^F,0
LF,0.800625
FBS^A,0
HBA^G,0
AGCO,2.04
SEMG,3.0
LO,0.7025
LL,-0.154285714286
LM,0.295
LH,2.28
ONE,1.6075
IID,0
IIF,-1.08
IIM,-1.51333333333
NAN^C,0
A,0
RZA,0
NNN^E,0
NBHC,0
STNG,2.0
CFN,0.896666666667
PNX,0
SFI^F,0
CFI,0.13
VCRA,-0.01
PNR,1.78
PNW,1.126
PNI,0
PNK,0.3
GD,-0.65
PNM,2.25
CFX,1.766
PNC,1.938
CFR,0.475555555556
PNG,0
PNF,0
OCR^B,0
OCR^A,0
WCIC,0
GM,0.418421052632
JBR,0
PRE,0
NRK^C,0
PRA,0
SAN,0.272222222222
SAM,1.56666666667
JOY,0.148888888889
PRO,-0.005
PRI,0.0275
PRH,0
PRU,1.06857142857
ACMP,0
CRD/A,0
JOE,1.10666666667
JOF,0
CRD/B,0
SAR,-2.88
SAQ,0
SAP,-1.66
PRY,0
INXN,-0.0516666666667
CHA,0
CHC,-1.44
CHD,0
CHE,0
PSA^V,0
CHH,0
CHK,1.148
CHL,0.0125
PSA^U,0
CHN,0
CHS,0.43
CHT,0
CHU,0.15
JAH,-0.1125
MRK,1.16230769231
PSA^S,0
MRF,0
BIO/B,0
ESNT,0
MRC,1.845
NKG^C,0
DBL,0
HYF,0
XUE,0
AMRE,0
MTRN,0
DBD,0.92
AMRC,0
APH,0.7
ISH,2.1
APO,0.113333333333
APL,1.85
APB,0
APC,1.38714285714
APA,-0.0535714285714
APF,0
APD,1.6625
NCT^C,0
VC,2.3
MLU,0
WPO,2.21
GRX^A,0
RY,-0.103333333333
VE,1.39
TKF,0
SNV,2.18142857143
NLS,2.01777777778
HMY,0.57
