AGO,1.70545454545
AGN,0.41875
AGM,0
PKY,0
AGI,0
SIR,0
AGD,1.93
AGC,0
NYX,2.2
NYT,1.836
NOC,0.813636363636
AGX,0
AGU,0.786
BWP,-0.035
BWS,2.415
KYO,0
KYN,2.2
SPR,2.22333333333
ITUB,0
KRG,0
SPH,-1.15
BWA,1.19
BWC,0.85
SPN,0.6075
BWG,0
SPA,0
SPB,1.6
RIOM,0
SPE,-2.39
SPF,0.615555555556
SPG,0.8625
GS,0.729523809524
EARN,0
GY,1.62714285714
GG,0.00176470588235
GF,0
GE,1.209
BYM,0
GB,0
GA,0.862
BYI,1.77666666667
BYD,0.738823529412
JNS,-1.5525
MAS,1.425
SNE,0.960476190476
MAV,0
SNN,0
JNY,1.002
SNH,2.265
SNI,2.27333333333
MAA,2.2575
MAC,2.68
SNP,0
TISI,-1.15
JNJ,1.10285714286
NW^C,0
TDA,0
SNX,0.89
VLRS,0
UBP^D,0
UBP^F,0
BEN,1.16857142857
JWN,0.926153846154
EVN,0
EVC,1.36071428571
EVF,0
EVG,0
BEP,0
NMY,0
EVT,0
LNKD,-0.217142857143
VLO,1.20052631579
MPLX,1.5
TTP,-2.0
VLY/WS,0
CTZ^A,0
GRP/U,0
TTI,2.39
TTM,-1.2575
TTC,1.52
VLT,0
GRT,0
TPRE,0
GRR,0
JDD,0
ZF,0
ZA,0
GRX,0
VR,-0.1875
ZX,0
GRA,1.63333333333
BAC/WS/B,0
GRO,1.05333333333
BCS^A,0
BAC/WS/A,0
BCS^D,0
NSLP,2.295
SLRA,0
HLX,1.68
HLS,1.594
NOA,0.476666666667
KKR,1.846
N,0
TXTR,1.05
HLF,0.458095238095
NOV,1.37875
HVT/A,0
NOR,1.28333333333
CTU,0
CTW,0
VBF,0
CTR,0
CTS,2.085
CTX,0
CTY,0
ICB,0
KYE,0
CTB,-0.095
CTC,0.0
CTL,0.51
SNA,0
ENZ,0
WHG,0
AIG/WS,0
LXFT,0
UNH,0.668181818182
WHR,0.787333333333
FMER^A,0
WHX,-0.964
WHZ,-0.39
ABR^B,0
